Mod:Item:MetaData, Localized Name
enderio:block_not_holy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_holy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_unholy_fused_quartz:0, 石英玻璃
enderio:block_not_unholy_fused_quartz:1, 石英玻璃
enderio:block_not_unholy_fused_quartz:2, 石英玻璃
enderio:block_not_unholy_fused_quartz:3, 石英玻璃
enderio:block_not_unholy_fused_quartz:4, 石英玻璃
enderio:block_not_unholy_fused_quartz:5, 石英玻璃
enderio:block_not_unholy_fused_quartz:6, 石英玻璃
enderio:block_not_unholy_fused_quartz:7, 石英玻璃
enderio:block_not_unholy_fused_quartz:8, 石英玻璃
enderio:block_not_unholy_fused_quartz:9, 石英玻璃
enderio:block_not_unholy_fused_quartz:10, 石英玻璃
enderio:block_not_unholy_fused_quartz:11, 石英玻璃
enderio:block_not_unholy_fused_quartz:12, 石英玻璃
enderio:block_not_unholy_fused_quartz:13, 石英玻璃
enderio:block_not_unholy_fused_quartz:14, 石英玻璃
enderio:block_not_unholy_fused_quartz:15, 石英玻璃
enderio:block_not_unholy_fused_glass:0, 纯净玻璃
enderio:block_not_unholy_fused_glass:1, 纯净玻璃
enderio:block_not_unholy_fused_glass:2, 纯净玻璃
enderio:block_not_unholy_fused_glass:3, 纯净玻璃
enderio:block_not_unholy_fused_glass:4, 纯净玻璃
enderio:block_not_unholy_fused_glass:5, 纯净玻璃
enderio:block_not_unholy_fused_glass:6, 纯净玻璃
enderio:block_not_unholy_fused_glass:7, 纯净玻璃
enderio:block_not_unholy_fused_glass:8, 纯净玻璃
enderio:block_not_unholy_fused_glass:9, 纯净玻璃
enderio:block_not_unholy_fused_glass:10, 纯净玻璃
enderio:block_not_unholy_fused_glass:11, 纯净玻璃
enderio:block_not_unholy_fused_glass:12, 纯净玻璃
enderio:block_not_unholy_fused_glass:13, 纯净玻璃
enderio:block_not_unholy_fused_glass:14, 纯净玻璃
enderio:block_not_unholy_fused_glass:15, 纯净玻璃
enderio:block_not_unholy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_unholy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_pasture_fused_quartz:0, 石英玻璃
enderio:block_not_pasture_fused_quartz:1, 石英玻璃
enderio:block_not_pasture_fused_quartz:2, 石英玻璃
enderio:block_not_pasture_fused_quartz:3, 石英玻璃
enderio:block_not_pasture_fused_quartz:4, 石英玻璃
enderio:block_not_pasture_fused_quartz:5, 石英玻璃
enderio:block_not_pasture_fused_quartz:6, 石英玻璃
enderio:block_not_pasture_fused_quartz:7, 石英玻璃
enderio:block_not_pasture_fused_quartz:8, 石英玻璃
enderio:block_not_pasture_fused_quartz:9, 石英玻璃
enderio:block_not_pasture_fused_quartz:10, 石英玻璃
enderio:block_not_pasture_fused_quartz:11, 石英玻璃
enderio:block_not_pasture_fused_quartz:12, 石英玻璃
enderio:block_not_pasture_fused_quartz:13, 石英玻璃
enderio:block_not_pasture_fused_quartz:14, 石英玻璃
enderio:block_not_pasture_fused_quartz:15, 石英玻璃
enderio:block_not_pasture_fused_glass:0, 纯净玻璃
enderio:block_not_pasture_fused_glass:1, 纯净玻璃
enderio:block_not_pasture_fused_glass:2, 纯净玻璃
enderio:block_not_pasture_fused_glass:3, 纯净玻璃
enderio:block_not_pasture_fused_glass:4, 纯净玻璃
enderio:block_not_pasture_fused_glass:5, 纯净玻璃
enderio:block_not_pasture_fused_glass:6, 纯净玻璃
enderio:block_not_pasture_fused_glass:7, 纯净玻璃
enderio:block_not_pasture_fused_glass:8, 纯净玻璃
enderio:block_not_pasture_fused_glass:9, 纯净玻璃
enderio:block_not_pasture_fused_glass:10, 纯净玻璃
enderio:block_not_pasture_fused_glass:11, 纯净玻璃
enderio:block_not_pasture_fused_glass:12, 纯净玻璃
enderio:block_not_pasture_fused_glass:13, 纯净玻璃
enderio:block_not_pasture_fused_glass:14, 纯净玻璃
enderio:block_not_pasture_fused_glass:15, 纯净玻璃
enderio:block_not_pasture_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:item_soul_vial, 灵魂瓶
enderio:block_detector_block:0, 方块检测器
enderio:block_detector_block_silent:0, 方块检测器（无声）
enderio:item_dark_steel_helmet, 玄钢头盔
enderio:item_dark_steel_chestplate, 玄钢胸甲
enderio:item_dark_steel_leggings, 玄钢护腿
enderio:item_dark_steel_boots, 玄钢靴子
enderio:item_dark_steel_shield, 玄钢盾牌
enderio:item_dark_steel_sword, 终结之剑
enderio:item_dark_steel_pickaxe, 玄钢镐
enderio:item_dark_steel_axe, 玄钢斧
enderio:item_dark_steel_bow, 玄钢弓
enderio:item_dark_steel_shears, 玄钢剪
enderio:item_dark_steel_treetap, 玄钢木龙头
enderio:item_dark_steel_crook, 玄钢钩
enderio:item_dark_steel_hand, 玄钢反铲
enderio:item_inventory_charger_simple, 简易物品栏充能器
enderio:item_inventory_charger_basic, 基础物品栏充能器
enderio:item_inventory_charger, 物品栏充能器
enderio:item_inventory_charger_vibrant, 脉冲物品栏充能器
enderio:item_end_steel_sword, 终结之剑 Ⅱ 型
enderio:item_end_steel_pickaxe, 末影钢镐
enderio:item_end_steel_axe, 末影钢斧
enderio:item_end_steel_bow, 末影钢弓
enderio:item_end_steel_helmet, 末影钢头盔
enderio:item_end_steel_chestplate, 末影钢胸甲
enderio:item_end_steel_leggings, 末影钢护腿
enderio:item_end_steel_boots, 末影钢靴子
enderio:item_end_steel_shield, 末影钢盾
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_dark_steel_upgrade:0, 空白玄钢升级
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（爆炸 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（TOP 功能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（TOP 功能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:item_dark_steel_upgrade:1, 玄钢升级（旅行）
enderio:block_death_pouch, 死亡之瓮
enderio:item_owl_egg, 猫头鹰蛋
enderio:block_alloy_endergy:0, 粗钢块
enderio:block_alloy_endergy:1, 晶化合金块
enderio:block_alloy_endergy:2, 旋律合金块
enderio:block_alloy_endergy:3, 恒星合金块
enderio:block_alloy_endergy:4, 晶化粉红粘液块
enderio:block_alloy_endergy:5, 充能银块
enderio:block_alloy_endergy:6, 生动合金块
enderio:item_alloy_endergy_ingot:0, 粗钢锭
enderio:item_alloy_endergy_ingot:1, 晶化合金锭
enderio:item_alloy_endergy_ingot:2, 旋律合金锭
enderio:item_alloy_endergy_ingot:3, 恒星合金锭
enderio:item_alloy_endergy_ingot:4, 晶化粉红史莱姆锭
enderio:item_alloy_endergy_ingot:5, 充能银锭
enderio:item_alloy_endergy_ingot:6, 生动合金锭
enderio:item_alloy_endergy_nugget:0, 粗钢粒
enderio:item_alloy_endergy_nugget:1, 晶化合金粒
enderio:item_alloy_endergy_nugget:2, 旋律合金粒
enderio:item_alloy_endergy_nugget:3, 恒星合金粒
enderio:item_alloy_endergy_nugget:4, 晶化粉红史莱姆粒
enderio:item_alloy_endergy_nugget:5, 充能银粒
enderio:item_alloy_endergy_nugget:6, 生动合金粒
enderio:item_alloy_endergy_ball:0, 粗钢磨珠
enderio:item_alloy_endergy_ball:1, 晶化合金磨珠
enderio:item_alloy_endergy_ball:2, 旋律合金磨珠
enderio:item_alloy_endergy_ball:3, 恒星合金磨珠
enderio:item_alloy_endergy_ball:4, 晶化粉红史莱姆磨珠
enderio:item_alloy_endergy_ball:5, 充能银磨珠
enderio:item_alloy_endergy_ball:6, 生动合金磨珠
enderio:item_item_conduit:0, 物品导管
enderio:item_liquid_conduit:0, 流体导管
enderio:item_liquid_conduit:1, 高压流体导管
enderio:item_liquid_conduit:2, 末影流体导管
enderio:item_power_conduit:0, 能量导管
enderio:item_power_conduit:1, 强化能量导管
enderio:item_power_conduit:2, 末影能量导管
enderio:item_redstone_conduit:0, 红石导管
enderio:item_extract_speed_upgrade:0, 导管提取速率升级
enderio:item_extract_speed_downgrade:0, 导管提取速率降级
enderio:item_me_conduit:0, ME导管
enderio:item_me_conduit:1, ME致密导管
enderio:block_inventory_panel, 存储面板
enderio:block_inventory_panel_sensor, 物品感应器
enderio:block_inventory_chest_tiny, 微型存储系统仓库
enderio:block_inventory_chest_small, 小型存储系统仓库
enderio:block_inventory_chest_medium, 中型存储系统仓库
enderio:block_inventory_chest_big, 大型存储系统仓库
enderio:block_inventory_chest_large, 巨型存储系统仓库
enderio:block_inventory_chest_huge, 超级存储系统仓库
enderio:block_inventory_chest_enormous, 终极存储系统仓库
enderio:block_inventory_chest_warehouse, 存储系统仓库货栈
enderio:block_inventory_chest_warehouse13, 物品系统存储器扩展货栈
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:0, 远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:1, 高级远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_inventory_remote:2, 末影远程存储面板
enderio:item_data_conduit:0, 数据导管
enderio:block_simple_furnace, 简易电炉
enderio:block_simple_alloy_smelter, 简易合金炉
enderio:block_alloy_smelter, 合金炉
enderio:block_enhanced_alloy_smelter, 强化合金炉
enderio:block_buffer:0, 物品缓存器
enderio:block_buffer:1, 能量缓存器
enderio:block_buffer:2, 多功能缓存器
enderio:block_buffer:3, 创造模式缓存器
enderio:block_enchanter, 附魔器
enderio:block_farm_station, 种植站
enderio:block_combustion_generator, 燃烧发电机
enderio:block_enhanced_combustion_generator, 强化燃烧发电机
enderio:block_simple_stirling_generator, 简易斯特林发电机
enderio:block_stirling_generator, 斯特林发电机
enderio:block_zombie_generator, 僵尸发电机
enderio:block_franken_zombie_generator, 人造僵尸发电机
enderio:block_ender_generator, 末影人发电机
enderio:block_lava_generator, 熔岩热交换器
enderio:block_killer_joe, 杀手乔
enderio:block_electric_light:0, 电灯
enderio:block_electric_light:1, 电灯（反相）
enderio:block_electric_light:2, 灯
enderio:block_electric_light:3, 灯（反相）
enderio:block_electric_light:4, 无线灯
enderio:block_electric_light:5, 无线灯（反相）
enderio:block_attractor_obelisk, 诱引方尖碑
enderio:block_aversion_obelisk, 排除方尖碑
